nodeId:ID,:LABEL,citation_raw,inferred_type,court,authority_weight:float,case_number,origin_state,adjudicating_body,rapporteur,decision_date,cited_ementa
EXT_ADI_No_55527,ExternalCitation,ADI nº 55527,ConstitutionalControl,STF,0.8115,,,,,,
EXT_RESP_1_347_726_RS,ExternalCitation,REsp 1.347.726/RS,Case,STJ,0.8115,,,,,,
EXT_RESP_1_455_000_PR,ExternalCitation,REsp 1.455.000/PR,Case,STJ,0.8115,,,,,,
EXT_RMS_44_892_SP,ExternalCitation,RMS 44.892/SP,Case,STJ,0.8115,,,,,,
EXT_HC_203_405_MS,ExternalCitation,HC 203.405/MS,Case,STJ,0.8115,,,,,,
EXT_RMS_55_050_SP,ExternalCitation,RMS 55.050/SP,Case,STJ,0.8115,,,,,,
EXT_RESP_541_867_BA,ExternalCitation,REsp 541.867/BA,Case,STJ,1.0,,,,,,
EXT_RESP_1_010_834_GO,ExternalCitation,REsp 1.010.834/GO,Case,STJ,1.0,,,,,,
EXT_RESP_1_084_291_RS,ExternalCitation,REsp 1.084.291/RS,Case,STJ,1.0,,,,,,
EXT_RESP_913_711_SP,ExternalCitation,REsp 913.711/SP,Case,STJ,1.0,,,,,,
EXT_RESP_476_428_SC,ExternalCitation,REsp 476.428/SC,Case,STJ,1.0,,,,,,
EXT_RESP_609_329_PR,ExternalCitation,REsp 609.329/PR,Case,STJ,1.0,,,,,,
EXT_RESP_399_357_SP,ExternalCitation,REsp 399.357/SP,Case,STJ,1.0,,,,,,
EXT_RESP_294_021_PR,ExternalCitation,REsp 294.021/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1321501_SE,ExternalCitation,Resp 1321501/SE,Case,STJ,1.0,,,,,,
EXT_RMS_27_541_TO,ExternalCitation,RMS 27.541/TO,Case,STJ,1.0,,,,,,
EXT_ART__29_DO_CDC,ExternalCitation,ART. 29 DO CDC,Unknown,,1.0,,,,,,
EXT_RESP_1599511_SP,ExternalCitation,REsp 1599511/SP,Case,STJ,1.0,,,,,,
EXT_RESP_1551951_SP,ExternalCitation,REsp 1551951/SP,Case,STJ,1.0,,,,,,
EXT_ARESP_913_049_SP,ExternalCitation,AREsp 913.049/SP,Case,STJ,1.0,,,,,,
EXT_ARESP_903_601_SP,ExternalCitation,AREsp 903.601/SP,Case,STJ,1.0,,,,,,
EXT_RESP_1700854_SP,ExternalCitation,REsp 1700854/SP,Case,STJ,1.0,,,,,,
EXT_ARESP_728_423_RJ,ExternalCitation,AREsp 728.423/RJ,Case,STJ,1.0,,,,,,
EXT_TEMA_938,ExternalCitation,Tema 938,RepetitiveTopic,STJ,1.0,,,,,,
EXT_ART__30_DO_CDC,ExternalCitation,art. 30 do CDC,Unknown,,1.0,,,,,,
EXT_ARESP_799_126_RS,ExternalCitation,AREsp 799.126/RS,Case,STJ,0.4307,,,,,,
EXT_RESP_1_525_945_RJ,ExternalCitation,REsp 1.525.945/RJ,Case,STJ,0.4307,,,,,,
EXT_ARESP_606_348_DF,ExternalCitation,AREsp 606.348/DF,Case,STJ,0.4307,,,,,,
EXT_ARESP_839_531_SP,ExternalCitation,AREsp 839.531/SP,Case,STJ,0.4307,,,,,,
EXT_RESP_1_379_409_RS,ExternalCitation,REsp 1.379.409/RS,Case,STJ,0.4307,,,,,,
EXT_RESP_1_119_044_SP,ExternalCitation,REsp 1.119.044/SP,Case,STJ,0.4307,,,,,,
EXT_ART__47_DO_CDC,ExternalCitation,art. 47 do CDC,Unknown,,0.4307,,,,,,
EXT_ART__84_DO_CDC,ExternalCitation,art. 84 do CDC,Unknown,,0.4307,,,,,,
EXT_RESP_1_599_511_SP,ExternalCitation,REsp 1.599.511/SP,Case,STJ,0.4307,,,,,,
EXT_ART__30_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 30 do Código de Defesa do Consumidor,Unknown,,0.4307,,,,,,
EXT_RESP_1819058_SP,ExternalCitation,REsp 1819058/SP,Case,STJ,0.4307,,,,,,
EXT_RESP_1544621_SP,ExternalCitation,REsp 1544621/SP,Case,STJ,0.4307,,,,,,
EXT_ARESP_31519_3,ExternalCitation,"AREsp 31519,3",Case,STJ,0.4307,,,,,,
EXT_RESP_1863245_SP,ExternalCitation,REsp 1863245/SP,Case,STJ,0.4307,,,,,,
EXT_ARTIGO_35_DO_CDC,ExternalCitation,artigo 35 do CDC,Unknown,,0.4307,,,,,,
EXT_ART__26_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 26 do Código de Defesa do Consumidor,Unknown,,0.4307,,,,,,
EXT_ART__26_DO_CDC,ExternalCitation,art. 26 do CDC,Unknown,,0.4307,,,,,,
