:START_ID,:END_ID,:TYPE,weight:float
CDC_art2,AREsp_104128,INTERPRETED_BY_LEADING_CASE,0.5956
CDC_art2,AREsp_1617056,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,AREsp_681526,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,REsp_1315625,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,AREsp_442634,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,AREsp_524822,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,REsp_1217115,INTERPRETED_BY_LEADING_CASE,0.5637
CDC_art2,REsp_1508977,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,REsp_1608700,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,AREsp_736993,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,REsp_1084815,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,REsp_1705620,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,AREsp_399309,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,AREsp_405805,INTERPRETED_BY_LEADING_CASE,0.5275
CDC_art2,AREsp_998394,INTERPRETED_BY_LEADING_CASE,0.4857
CDC_art2,AREsp_1324284,INTERPRETED_BY_LEADING_CASE,0.4857
CDC_art2,REsp_1754065,INTERPRETED_BY_LEADING_CASE,0.4857
CDC_art2,AREsp_1299259,INTERPRETED_BY_LEADING_CASE,0.4857
CDC_art2,REsp_1979274,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art2,REsp_2020811,INTERPRETED_BY_ISOLATED_CASE,0.3
